polluant;ville;valeur;valeur_brute;codgeo;nom_commune;population_2022;mediane_niveau_vie_2021;densite_population_2022;part_commerce_transport_services_2023;part_industrie_2023;nb_hotels_2022;nb_etablissements_2023;taux_activite_2022;part_construction_2023;nb_campings_2022
O3;Vichy;52.0;51.568973110802034;3310;Vichy;25702.0;20190.0;4393.5;44.4;2.1;25.0;1256.0;67.9;1.0;0.0
O3;Vif;51.0;51.464473227709135;38545;Vif;8557.0;26090.0;302.4;33.3;4.6;0.0;198.0;77.8;26.7;0.0
O3;Villefranche-sur-Saône;40.0;40.18016423779783;69264;Villefranche-sur-Saône;36224.0;19640.0;3821.1;54.9;10.7;9.0;1728.0;72.5;3.2;1.0
O3;Villemomble;49.0;48.74306318681323;93077;Villemomble;29973.0;23920.0;7419.1;45.3;2.5;2.0;823.0;75.3;12.7;0.0
O3;Villentrois-Faverolles-en-Berry;56.0;56.26392224128081;36244;Villentrois-Faverolles-en-Berry;880.0;19680.0;11.9;12.1;0.0;0.0;28.0;71.3;22.7;0.0
O3;Villers-lès-Nancy;60.0;59.57369882026367;54578;Villers-lès-Nancy;14938.0;26760.0;1501.3;47.4;19.4;0.0;327.0;72.9;2.3;1.0
O3;Villiers-en-Bois;58.0;58.24894823918699;79350;Villiers-en-Bois;124.0;23150.0;6.7;82.4;3.7;0.0;6.0;80.0;0.0;0.0
O3;Vitry-le-François;56.0;56.18985456251469;51649;Vitry-le-François;11349.0;17890.0;1759.5;34.4;16.2;4.0;455.0;66.8;6.2;1.0
O3;Vitry-sur-Seine;51.0;50.974485405279765;94081;Vitry-sur-Seine;95282.0;19490.0;8164.7;52.0;9.1;3.0;2111.0;72.0;7.7;0.0
O3;Voiron;48.0;48.386499643790174;38563;Voiron;21604.0;23110.0;986.5;52.3;9.2;4.0;1046.0;77.2;3.4;0.0
O3;Wattignies;52.0;51.86667927382747;59648;Wattignies;15756.0;21990.0;2497.0;53.4;3.4;1.0;234.0;74.7;1.8;0.0
O3;Xonrupt-Longemer;71.0;71.21994612621853;88531;Xonrupt-Longemer;1475.0;24300.0;48.0;65.4;14.2;8.0;67.0;76.2;7.9;9.0
O3;Yzeure;54.0;54.10448295782791;3321;Yzeure;12670.0;23540.0;293.0;35.2;9.7;1.0;384.0;70.8;7.2;0.0
O3;Épinal;51.0;51.41462192706514;88160;Épinal;32296.0;20140.0;545.2;32.8;5.5;9.0;1603.0;69.4;2.4;1.0
O3;Évreux;54.0;54.390934579439325;27229;Évreux;48335.0;18580.0;1826.7;30.4;10.2;12.0;1810.0;70.7;2.8;0.0
