polluant;ville;valeur;valeur_brute;codgeo;nom_commune;population_2022;mediane_niveau_vie_2021;densite_population_2022;part_commerce_transport_services_2023;part_industrie_2023;nb_hotels_2022;nb_etablissements_2023;taux_activite_2022;part_construction_2023;nb_campings_2022
PM10;Cholet;17.0;17.410862029119478;49099;Cholet;54074.0;21960.0;618.2;40.1;26.1;18.0;2258.0;76.5;4.4;1.0
PM10;Châlons-en-Champagne;17.0;16.623407998123632;51108;Châlons-en-Champagne;43218.0;20320.0;1659.0;30.8;5.6;10.0;1319.0;72.5;1.9;1.0
PM10;Châteauneuf-les-Martigues;24.0;23.51493583650185;13026;Châteauneuf-les-Martigues;18364.0;23570.0;580.2;43.9;17.1;1.0;552.0;78.2;13.4;0.0
PM10;Châteauroux;15.0;15.04562306900107;36044;Châteauroux;43079.0;20300.0;1686.7;36.1;10.4;8.0;1550.0;72.1;2.4;1.0
PM10;Châtenois;13.0;13.318373283686311;39121;Châtenois;412.0;24470.0;51.3;9.1;0.0;0.0;5.0;81.3;45.5;0.0
PM10;Clermont-Ferrand;16.5;16.49867324051813;63113;Clermont-Ferrand;147751.0;20430.0;3462.6;42.7;12.7;38.0;5943.0;67.8;3.0;0.0
PM10;Colmar;16.0;16.027467218771562;68066;Colmar;67360.0;21120.0;1011.9;39.9;11.6;32.0;3025.0;75.6;4.1;0.0
PM10;Contes;23.0;22.724186564394355;6048;Contes;7722.0;24870.0;396.6;36.8;8.8;1.0;241.0;79.9;10.5;1.0
PM10;Coulommiers;20.0;20.1623742454728;77131;Coulommiers;15696.0;21030.0;1436.0;54.8;9.7;1.0;649.0;74.5;4.4;0.0
PM10;Creil;16.0;15.92021573142652;60175;Creil;36494.0;15440.0;3290.7;33.7;7.7;3.0;911.0;63.8;4.6;0.0
PM10;Crolles;17.0;17.404210526315797;38140;Crolles;8463.0;28760.0;595.6;19.3;65.9;1.0;378.0;76.7;1.9;0.0
PM10;Dax;17.0;17.103927655554063;40088;Dax;21716.0;20570.0;1102.3;39.7;7.4;18.0;1190.0;73.2;3.1;3.0
PM10;Denain;18.0;17.60376635390517;59172;Denain;20622.0;14890.0;1790.1;29.4;6.6;0.0;476.0;62.9;6.0;0.0
PM10;Dieppe;17.5;17.440294317563623;76217;Dieppe;28599.0;18850.0;2450.6;39.9;10.7;15.0;1132.0;67.6;1.4;0.0
PM10;Dijon;15.0;15.106307934216463;21231;Dijon;159941.0;22720.0;3958.0;42.6;4.5;40.0;5701.0;70.3;2.7;1.0
PM10;Dole;15.0;15.357546398972763;39198;Dole;23784.0;21070.0;619.9;37.8;13.9;9.0;1026.0;71.2;3.3;1.0
PM10;Donges;16.5;16.49653414833734;44052;Donges;8117.0;22520.0;167.4;29.8;40.5;0.0;173.0;80.7;14.1;1.0
PM10;Douai;16.0;16.387769693928785;59178;Douai;39833.0;18440.0;2359.8;37.8;9.9;4.0;1436.0;66.8;3.6;0.0
PM10;Dreux;14.0;13.758788089445009;28134;Dreux;31205.0;18250.0;1285.7;41.0;11.3;7.0;1033.0;68.5;3.5;0.0
PM10;Dunkerque;21.333333333333332;21.078983048305812;59183;Dunkerque;87013.0;20240.0;1982.5;38.3;12.5;13.0;2666.0;71.2;6.5;1.0
PM10;Eybens;26.0;25.60576483331332;38158;Eybens;10095.0;25120.0;2243.3;47.8;31.6;2.0;462.0;77.3;6.4;0.0
PM10;Fay-sur-Lignon;9.0;8.705349794238684;43092;Fay-sur-Lignon;344.0;20110.0;26.0;51.6;9.4;1.0;22.0;78.7;7.8;1.0
PM10;Feyzin;19.0;19.306704575509126;69276;Feyzin;9727.0;22210.0;1009.0;34.4;31.1;1.0;312.0;73.4;18.6;0.0
PM10;Fléville-devant-Nancy;16.0;15.552369915401565;54197;Fléville-devant-Nancy;2187.0;28000.0;295.5;75.2;9.4;0.0;152.0;74.1;12.0;0.0
PM10;Forbach;13.0;13.459587247805286;57227;Forbach;21111.0;17540.0;1293.6;37.7;9.1;3.0;682.0;63.7;3.8;0.0
PM10;Frolois;18.0;17.98698313698313;54214;Frolois;713.0;26310.0;75.9;25.4;16.9;0.0;18.0;80.0;44.1;0.0
PM10;Frossay;16.0;15.731360155585229;44061;Frossay;3289.0;22520.0;57.5;29.9;5.4;0.0;71.0;80.7;8.8;1.0
PM10;Fréjus;20.0;19.853395703395844;83061;Fréjus;58499.0;21960.0;572.0;48.5;5.3;19.0;2567.0;74.5;10.4;19.0
PM10;Frémainville;15.0;14.953129445234714;95253;Frémainville;502.0;31060.0;89.5;40.0;0.0;0.0;8.0;79.9;20.0;0.0
PM10;Gaillard;15.0;15.475717852684165;74133;Gaillard;11054.0;25070.0;2749.8;35.8;34.6;3.0;218.0;76.3;2.5;0.0
PM10;Gap;19.0;18.962747981451734;5061;Gap;40656.0;22280.0;368.2;40.7;3.1;17.0;1926.0;74.8;5.3;2.0
PM10;Gardanne;23.0;23.021568627450986;13041;Gardanne;21534.0;22780.0;797.0;47.7;14.1;1.0;831.0;75.4;10.7;0.0
PM10;Gennevilliers;17.0;17.462972056588292;92036;Gennevilliers;50874.0;18380.0;4370.6;56.6;19.5;11.0;1819.0;73.0;12.3;0.0
PM10;Gonfreville-l'Orcher;17.0;16.603325202208243;76305;Gonfreville-l'Orcher;8939.0;20470.0;346.3;38.5;44.7;4.0;360.0;71.9;6.1;0.0
PM10;Grand-Couronne;16.0;15.61765356265361;76319;Grand-Couronne;9722.0;21100.0;574.9;43.3;9.3;0.0;257.0;72.2;28.1;0.0
PM10;Grande-Synthe;25.0;25.03563528459667;59271;Grande-Synthe;20347.0;16650.0;949.0;27.5;46.5;5.0;427.0;65.2;4.4;0.0
PM10;Gravelines;21.0;21.45374015748031;59273;Gravelines;11451.0;21680.0;505.3;17.4;50.6;3.0;293.0;72.2;2.1;1.0
PM10;Grenoble;20.5;20.382055561784505;38185;Grenoble;156389.0;22140.0;8626.0;50.6;9.4;31.0;6535.0;70.7;1.7;0.0
PM10;Guéret;12.0;11.882996095136606;23096;Guéret;12814.0;20830.0;488.9;38.6;3.6;5.0;814.0;72.4;2.2;2.0
PM10;Harnes;17.0;17.43220884658463;62413;Harnes;12264.0;18510.0;1139.8;39.1;31.5;0.0;213.0;68.5;9.5;0.0
PM10;Hayange;13.0;12.84025577848177;57306;Hayange;16013.0;21480.0;1311.5;27.3;18.2;1.0;233.0;73.5;4.1;0.0
PM10;Honfleur;15.0;15.196076127819566;14333;Honfleur;6751.0;20840.0;493.9;57.8;20.8;19.0;599.0;74.9;1.9;1.0
PM10;Hyères;17.0;17.370043777360866;83069;Hyères;55384.0;22960.0;418.4;46.9;3.8;35.0;2340.0;72.6;3.3;26.0
