date_debut;date_fin;organisme;code_zas;nom_zas;code_site;nom_site;type_implantation;polluant;type_influence;reglementaire;type_evaluation;type_valeur;valeur;valeur_brute;unite;taux_saisie;couverture_temporelle;couverture_donnees;code_qualite;validite;latitude_site;longitude_site;ville;codgeo;latitude_commune;longitude_commune;nom_commune;part_commerce_transport_services_2023;population_2022;nb_etablissements_2023;densite_population_2022;taux_activite_2022;mediane_niveau_vie_2021;part_industrie_2023;part_construction_2023;nb_hotels_2022;nb_campings_2022
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03069;HYERES;Urbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;75.0;75.29301960784322;µg-m3;;;;R;1;43.119737;6.131319;Hyères;83069;43.1018713534;6.18898508469;Hyères;46.9;55384.0;2340.0;418.4;72.6;22960.0;3.8;3.3;35.0;26.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03069;HYERES;Urbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;75.0;75.29301960784322;µg-m3;;;;R;1;43.119737;6.131319;Hyères;83069;43.1018713534;6.18898508469;Hyères;46.9;55384.0;2340.0;418.4;72.6;22960.0;3.8;3.3;35.0;26.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZRE02;ZR PROVENCE-ALPES-COTE-D-AZUR;FR03070;ESTEREL;Périurbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;62.0;61.98032503457819;µg-m3;;;;R;1;43.437874;6.76839;Fréjus;83061;43.4719558114;6.76361597424;Fréjus;48.5;58499.0;2567.0;572.0;74.5;21960.0;5.3;10.4;19.0;19.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZRE02;ZR PROVENCE-ALPES-COTE-D-AZUR;FR03070;ESTEREL;Périurbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;62.0;61.98032503457819;µg-m3;;;;R;1;43.437874;6.76839;Fréjus;83061;43.4719558114;6.76361597424;Fréjus;48.5;58499.0;2567.0;572.0;74.5;21960.0;5.3;10.4;19.0;19.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03071;TOULON CLARET;Urbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;65.0;65.25747636278747;µg-m3;;;;R;1;43.131113;5.924184;Toulon;83137;43.1361589728;5.93239634249;Toulon;31.7;180834.0;4967.0;4221.1;71.3;20960.0;7.2;2.5;17.0;0.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03071;TOULON CLARET;Urbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;65.0;65.25747636278747;µg-m3;;;;R;1;43.131113;5.924184;Toulon;83137;43.1361589728;5.93239634249;Toulon;31.7;180834.0;4967.0;4221.1;71.3;20960.0;7.2;2.5;17.0;0.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03071;TOULON CLARET;Urbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;65.0;65.25747636278747;µg-m3;;;;R;1;43.131113;5.924184;Toulon;83137;43.1361589728;5.93239634249;Toulon;31.7;180834.0;4967.0;4221.1;71.3;20960.0;7.2;2.5;17.0;0.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZAG04;ZAG AVIGNON;FR03080;AVIGNON   MAIRIE;Urbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;61.0;60.93608010127745;µg-m3;;;;R;1;43.949673;4.804341;Avignon;84007;43.9352448339;4.84071572505;Avignon;42.5;91760.0;5020.0;1413.6;68.3;17690.0;6.4;3.0;44.0;3.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZAG04;ZAG AVIGNON;FR03080;AVIGNON   MAIRIE;Urbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;61.0;60.93608010127745;µg-m3;;;;R;1;43.949673;4.804341;Avignon;84007;43.9352448339;4.84071572505;Avignon;42.5;91760.0;5020.0;1413.6;68.3;17690.0;6.4;3.0;44.0;3.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZRE02;ZR PROVENCE-ALPES-COTE-D-AZUR;FR03086;APT;Périurbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;61.0;60.79608069164272;µg-m3;;;;R;1;43.88012;5.362038;Apt;84003;43.879393265;5.38921757843;Apt;40.3;10297.0;639.0;231.0;70.4;18860.0;21.6;8.4;8.0;3.0
